,location,total_sqft,bath,price,bhk
4008,Kammasandra,1156.0,2.0,32.0,2
4009,Kammasandra,870.0,2.0,24.0,2
4010,Kammasandra,990.0,2.0,31.5,2
4012,Kammasandra,930.0,2.0,25.0,2
4013,Kammasandra,992.0,2.0,25.79,2
4014,Kammasandra,1030.0,1.0,25.75,2
4016,Kammasandra,1015.0,2.0,37.0,2
4018,Kammasandra,1080.0,2.0,31.99,2
4019,Kammasandra,1415.0,2.0,60.0,2
4020,Kammasandra,1057.0,2.0,35.0,2
4021,Kammasandra,982.0,2.0,25.53,2
4022,Kammasandra,1500.0,3.0,65.0,3
4023,Kammasandra,985.0,2.0,40.5,2
4024,Kammasandra,940.0,2.0,35.0,2
4026,Kammasandra,610.0,1.0,18.5,1
4027,Kanakapura,1419.0,3.0,75.0,3
4028,Kanakapura,711.0,1.0,36.0,1
4029,Kanakapura,711.0,1.0,38.0,1
4030,Kanakapura,929.0,2.0,46.0,2
4031,Kanakapura,551.0,1.0,30.0,1
4032,Kanakapura,1020.0,2.0,42.83,2
4033,Kanakapura,1699.0,3.0,97.0,3
4034,Kanakapura,1130.0,2.0,45.2,2
4035,Kanakapura,1476.0,3.0,75.0,3
4036,Kanakapura,1295.0,2.0,64.0,2
4037,Kanakapura,1160.0,2.0,46.39,2
4038,Kanakapura,1277.0,2.0,55.0,2
4039,Kanakapura,1151.0,2.0,59.0,2
4040,Kanakapura,945.0,2.0,47.0,2
4041,Kanakapura,1254.0,2.0,70.0,3
4042,Kanakapura,2200.0,3.0,121.0,3
4043,Kanakapura,1340.0,2.0,65.0,2
4045,Kanakapura,1450.0,3.0,75.0,3
4046,Kanakapura,1130.0,2.0,45.2,2
4047,Kanakapura,1283.0,2.0,68.0,2
4048,Kanakapura,2130.0,4.0,120.0,4
4050,Kanakapura,938.0,1.0,50.0,1
4051,Kanakapura,825.0,1.0,35.475,1
4052,Kanakapura,1489.0,2.0,70.0,3
4053,Kanakapura,1477.0,2.0,69.5,3
4054,Kanakpura Road,700.0,2.0,36.0,2
4055,Kanakpura Road,1665.0,3.0,88.0,3
4056,Kanakpura Road,950.0,2.0,57.0,2
4057,Kanakpura Road,2250.0,4.0,110.0,4
4059,Kanakpura Road,525.0,1.0,26.0,1
4061,Kanakpura Road,525.0,2.0,21.53,1
4064,Kanakpura Road,525.0,1.0,27.25,1
4065,Kanakpura Road,1100.0,2.0,58.0,3
4066,Kanakpura Road,525.0,1.0,30.0,1
4068,Kanakpura Road,1339.0,2.0,75.0,2
4069,Kanakpura Road,1100.0,3.0,58.0,3
4070,Kanakpura Road,525.0,1.0,26.0,1
4072,Kanakpura Road,1843.0,3.0,95.84,3
4073,Kanakpura Road,1290.0,2.0,74.0,2
4075,Kanakpura Road,1665.0,3.0,86.58,3
4077,Kanakpura Road,1542.0,2.0,85.0,3
4078,Kanakpura Road,1300.0,2.0,69.0,3
4079,Kanakpura Road,900.0,2.0,46.0,2
4082,Kanakpura Road,900.0,2.0,46.0,2
4083,Kanakpura Road,900.0,2.0,46.0,2
4084,Kanakpura Road,1495.0,2.0,90.0,2
4087,Kanakpura Road,1560.0,3.0,92.0,3
4088,Kanakpura Road,1135.0,2.0,58.0,2
4089,Kanakpura Road,3500.0,6.0,225.0,4
4090,Kanakpura Road,1420.0,2.0,75.0,3
4092,Kanakpura Road,825.0,1.0,36.29,1
4093,Kanakpura Road,983.0,2.0,50.6,2
4098,Kanakpura Road,1843.0,3.0,95.84,3
4100,Kanakpura Road,1366.0,3.0,76.85,2
4102,Kanakpura Road,525.0,1.0,25.0,1
4104,Kanakpura Road,2265.0,3.0,136.0,3
4110,Kanakpura Road,2200.0,3.0,130.0,3
4111,Kanakpura Road,525.0,1.0,30.0,1
4113,Kanakpura Road,1051.0,2.0,56.74,2
4114,Kanakpura Road,525.0,1.0,30.0,1
4119,Kanakpura Road,1300.0,3.0,69.0,3
4120,Kanakpura Road,700.0,2.0,40.0,2
4121,Kanakpura Road,458.0,1.0,19.695,1
4122,Kanakpura Road,1700.0,3.0,88.0,3
4125,Kanakpura Road,2775.0,3.0,165.0,4
4126,Kanakpura Road,1900.0,3.0,99.0,3
4127,Kanakpura Road,1290.0,2.0,80.0,2
4132,Kanakpura Road,1868.0,3.0,113.0,3
4134,Kanakpura Road,1366.0,2.0,83.0,2
4135,Kanakpura Road,700.0,2.0,40.0,2
4137,Kanakpura Road,1339.0,2.0,71.5,2
4139,Kanakpura Road,670.0,1.0,35.0,1
4146,Kanakpura Road,525.0,1.0,30.0,1
4149,Kanakpura Road,1498.0,3.0,95.0,3
4150,Kanakpura Road,525.0,2.0,27.0,1
4151,Kanakpura Road,1665.0,3.0,86.91,3
4152,Kanakpura Road,1665.0,3.0,86.58,3
4153,Kanakpura Road,712.0,1.0,38.44,1
4157,Kanakpura Road,1507.0,2.0,95.0,3
4161,Kanakpura Road,1339.0,2.0,85.0,2
4162,Kanakpura Road,525.0,1.0,27.0,1
4163,Kanakpura Road,525.0,1.0,27.5,1
4165,Kanakpura Road,525.0,1.0,26.25,1
4167,Kanakpura Road,525.0,1.0,26.0,1
4168,Kanakpura Road,1050.0,2.0,59.0,3
4169,Kanakpura Road,1600.0,3.0,90.0,3
4170,Kanakpura Road,525.0,2.0,29.25,1
4172,Kanakpura Road,800.0,2.0,41.145,2
4175,Kanakpura Road,1100.0,3.0,56.57,3
4178,Kanakpura Road,1843.0,3.0,96.2,3
4182,Kanakpura Road,1240.0,2.0,65.0,2
4186,Kanakpura Road,700.0,2.0,41.0,2
4190,Kanakpura Road,700.0,1.0,41.0,2
4192,Kanakpura Road,1100.0,3.0,58.0,3
4193,Kanakpura Road,1140.0,2.0,65.0,2
4195,Kanakpura Road,700.0,2.0,40.0,2
4198,Kanakpura Road,525.0,1.0,26.01,1
4202,Kanakpura Road,1322.0,2.0,70.0,2
4203,Kanakpura Road,1698.0,2.0,105.0,2
4204,Kanakpura Road,1300.0,3.0,69.0,3
4205,Kanakpura Road,1300.0,3.0,69.0,3
4207,Kanakpura Road,1167.0,2.0,63.0,2
4211,Kanakpura Road,1300.0,3.0,69.0,3
4216,Kanakpura Road,1430.0,2.0,78.0,2
4217,Kanakpura Road,700.0,2.0,36.0,2
4220,Kanakpura Road,525.0,2.0,27.0,1
4222,Kanakpura Road,1100.0,3.0,58.0,3
4227,Kanakpura Road,1300.0,2.0,69.0,3
4228,Kanakpura Road,2000.0,3.0,105.0,3
4229,Kanakpura Road,1200.0,2.0,62.0,2
4231,Kanakpura Road,1843.0,3.0,95.0,3
4234,Kanakpura Road,900.0,2.0,46.29,2
4235,Kanakpura Road,850.0,1.0,37.32,1
4237,Kanakpura Road,525.0,1.0,30.0,1
4238,Kanakpura Road,1938.0,3.0,105.0,3
4239,Kanakpura Road,1843.0,3.0,96.2,3
4240,Kanakpura Road,525.0,1.0,26.0,1
4244,Kanakpura Road,700.0,2.0,36.0,2
4245,Kanakpura Road,1622.0,3.0,95.0,3
4250,Kannamangala,957.0,2.0,58.0,2
4251,Kannamangala,957.0,2.0,56.0,2
4252,Kannamangala,3000.0,4.0,200.0,4
4253,Kannamangala,1536.0,3.0,89.0,3
4254,Kannamangala,2400.0,4.0,130.0,4
4255,Kannamangala,1574.0,3.0,93.34,3
4256,Kannamangala,957.0,2.0,52.5,2
4257,Kannamangala,1536.0,3.0,104.0,3
4258,Kannamangala,957.0,2.0,54.5,2
4259,Kannamangala,2422.0,4.0,135.0,4
4260,Kannamangala,957.0,2.0,55.0,2
4261,Kannamangala,957.0,2.0,56.0,2
4262,Karuna Nagar,2500.0,3.0,180.0,3
4263,Karuna Nagar,2500.0,3.0,190.0,3
4264,Karuna Nagar,1962.0,3.0,175.0,3
4265,Karuna Nagar,1057.0,2.0,65.0,2
4266,Karuna Nagar,1354.0,2.0,98.0,3
4267,Karuna Nagar,1945.0,3.0,115.0,3
4268,Karuna Nagar,1960.0,3.0,165.0,3
4269,Kasavanhalli,1060.0,2.0,58.06,2
4270,Kasavanhalli,1563.0,3.0,105.0,3
4271,Kasavanhalli,1717.0,3.0,99.0,3
4273,Kasavanhalli,3260.0,4.0,240.0,4
4274,Kasavanhalli,1349.0,2.0,78.0,2
4275,Kasavanhalli,1121.0,2.0,78.0,2
4276,Kasavanhalli,1100.0,2.0,50.0,2
4278,Kasavanhalli,1200.0,2.0,78.0,2
4281,Kasavanhalli,1476.0,3.0,89.0,3
4283,Kasavanhalli,1200.0,2.0,50.0,2
4284,Kasavanhalli,1719.0,3.0,116.0,3
4285,Kasavanhalli,1115.0,2.0,50.0,2
4286,Kasavanhalli,1125.0,2.0,61.2,2
4287,Kasavanhalli,2170.0,3.0,151.0,3
4290,Kasavanhalli,1476.0,3.0,95.0,3
4291,Kasavanhalli,1200.0,2.0,50.3,2
4293,Kasavanhalli,1787.0,3.0,123.0,3
4294,Kasavanhalli,1090.0,2.0,59.8,2
4295,Kasavanhalli,1691.0,3.0,104.0,3
4296,Kasavanhalli,4260.0,4.0,272.0,4
4297,Kasavanhalli,2111.0,4.0,120.0,3
4299,Kasavanhalli,950.0,2.0,39.0,2
4304,Kasavanhalli,770.0,1.0,43.82,1
4305,Kasavanhalli,1147.0,2.0,60.0,2
4306,Kasavanhalli,1375.0,2.0,72.0,2
4308,Kasavanhalli,1200.0,2.0,60.0,2
4309,Kasavanhalli,4260.0,4.0,333.0,4
4310,Kasavanhalli,1495.0,2.0,83.0,2
4311,Kasavanhalli,5000.0,2.0,400.0,2
4312,Kasavanhalli,4000.0,4.0,325.0,4
4314,Kasavanhalli,1917.0,3.0,132.0,3
4315,Kasavanhalli,1375.0,2.0,78.0,2
4316,Kasavanhalli,4408.0,4.0,344.0,4
4317,Kasavanhalli,1309.0,2.0,95.0,2
4318,Kasavanhalli,1476.0,3.0,105.0,3
4319,Kasavanhalli,1158.0,2.0,67.0,2
4320,Kasavanhalli,1214.0,2.0,67.0,2
4321,Kasavanhalli,2110.0,4.0,120.0,3
4322,Kasavanhalli,1495.0,2.0,110.0,2
4323,Kasavanhalli,1575.0,2.0,85.0,2
4324,Kasavanhalli,1069.0,2.0,55.0,2
4325,Kasavanhalli,1100.0,2.0,68.0,2
4326,Kasavanhalli,1715.0,3.0,112.0,3
4327,Kasavanhalli,1100.0,2.0,65.0,2
4328,Kasavanhalli,1230.0,2.0,66.25,2
4329,Kasavanhalli,1819.0,3.0,150.0,3
4332,Kasavanhalli,1585.0,2.0,90.0,2
4333,Kasavanhalli,1245.0,2.0,80.0,2
4334,Kasavanhalli,2035.0,3.0,142.0,3
4335,Kasavanhalli,1747.0,3.0,110.0,3
4336,Kasavanhalli,1377.0,2.0,80.0,2
4337,Kasavanhalli,1181.0,2.0,61.0,2
4338,Kasavanhalli,1121.0,2.0,75.0,2
4339,Kasturi Nagar,1925.0,3.0,125.0,3
4340,Kasturi Nagar,1567.0,2.0,92.0,2
4343,Kasturi Nagar,1080.0,2.0,80.0,2
4344,Kasturi Nagar,1101.0,2.0,65.0,2
4346,Kasturi Nagar,1896.0,3.0,125.0,4
4347,Kasturi Nagar,1100.0,2.0,58.0,2
4348,Kasturi Nagar,1570.0,3.0,110.0,3
4349,Kasturi Nagar,1000.0,2.0,58.0,2
4350,Kasturi Nagar,1101.0,2.0,66.0,2
4351,Kasturi Nagar,2507.0,4.0,155.0,4
4352,Kathriguppe,1400.0,2.0,77.0,3
4353,Kathriguppe,1250.0,2.0,68.75,3
4354,Kathriguppe,1245.0,2.0,68.48,3
4355,Kathriguppe,1350.0,2.0,87.01,3
4356,Kathriguppe,1350.0,2.0,80.99,3
4357,Kathriguppe,1365.0,2.0,75.08,3
4358,Kathriguppe,1300.0,3.0,77.99,3
4359,Kathriguppe,1350.0,2.0,80.99,3
4360,Kathriguppe,1390.0,2.0,76.45,3
4361,Kathriguppe,1350.0,3.0,78.3,3
4362,Kathriguppe,1250.0,2.0,68.75,3
4363,Kathriguppe,1300.0,3.0,77.99,3
4364,Kathriguppe,1335.0,2.0,73.43,3
4365,Kathriguppe,1300.0,3.0,77.99,3
4366,Kathriguppe,1300.0,3.0,77.99,3
4367,Kathriguppe,1335.0,2.0,73.43,3
4368,Kathriguppe,1350.0,3.0,80.99,3
4369,Kathriguppe,1250.0,2.0,68.75,2
4370,Kathriguppe,1350.0,3.0,80.99,3
4371,Kaval Byrasandra,1200.0,2.0,52.0,2
4372,Kaval Byrasandra,1020.0,2.0,52.0,2
4373,Kaval Byrasandra,1200.0,2.0,49.5,2
4374,Kaval Byrasandra,945.0,2.0,50.0,2
4375,Kaval Byrasandra,1060.0,2.0,45.0,2
4376,Kaval Byrasandra,1100.0,2.0,46.0,2
4377,Kaval Byrasandra,1185.0,2.0,49.0,2
4378,Kaval Byrasandra,997.0,2.0,53.0,2
4379,Kaval Byrasandra,1060.0,2.0,42.0,2
4380,Kaval Byrasandra,480.0,1.0,25.0,1
4381,Kaval Byrasandra,1125.0,2.0,41.5,2
4382,Kaval Byrasandra,1180.0,2.0,60.0,2
4383,Kaval Byrasandra,1450.0,3.0,75.0,3
4384,Kaval Byrasandra,1066.0,2.0,55.0,2
4385,Kaval Byrasandra,1025.0,2.0,60.0,2
4386,Kaval Byrasandra,1400.0,3.0,75.0,3
4387,Kenchenahalli,1015.0,2.0,58.0,2
4388,Kenchenahalli,715.0,1.0,45.0,1
4389,Kenchenahalli,1150.0,2.0,58.0,2
4390,Kenchenahalli,1280.0,2.0,69.0,3
4392,Kenchenahalli,870.0,1.0,45.0,2
4393,Kenchenahalli,1150.0,2.0,60.0,2
4394,Kenchenahalli,700.0,1.0,35.0,1
4395,Kenchenahalli,1060.0,2.0,52.0,2
4396,Kenchenahalli,1150.0,2.0,57.0,2
4397,Kenchenahalli,1720.0,3.0,100.0,3
4398,Kenchenahalli,1015.0,2.0,60.0,2
4400,Kengeri,750.0,2.0,38.0,2
4402,Kengeri,1197.0,2.0,50.0,2
4403,Kengeri,1200.0,2.0,58.0,2
4405,Kengeri,726.0,2.0,31.0,2
4407,Kengeri,1025.0,2.0,57.0,2
4409,Kengeri,1082.0,2.0,49.0,3
4412,Kengeri,750.0,2.0,36.0,2
4413,Kengeri,963.0,2.0,40.0,2
4415,Kengeri,726.0,2.0,35.0,2
4416,Kengeri,416.0,1.0,19.5,1
4417,Kengeri,900.0,2.0,45.0,2
4420,Kengeri,502.0,1.0,25.0,1
4422,Kengeri,1200.0,3.0,67.0,3
4423,Kengeri,725.0,2.0,30.0,2
4424,Kengeri,500.0,1.0,17.0,1
4425,Kengeri,540.0,1.0,22.5,1
4426,Kengeri,750.0,2.0,35.5,2
4427,Kengeri,1741.0,3.0,80.0,3
4429,Kengeri,1200.0,2.0,58.0,2
4432,Kengeri,750.0,2.0,36.5,2
4434,Kengeri,416.0,1.0,18.0,1
4436,Kengeri,883.0,2.0,49.0,2
4437,Kengeri,1052.0,2.0,51.0,2
4438,Kengeri,1220.0,2.0,63.0,2
4439,Kengeri,1150.0,1.0,52.0,1
4440,Kengeri,1192.0,2.0,53.5,2
4442,Kengeri,750.0,2.0,40.0,2
4443,Kengeri,1035.0,2.0,51.5,2
4444,Kengeri,3000.0,5.0,130.0,8
4445,Kengeri,410.0,1.0,15.0,1
4446,Kengeri,416.0,1.0,17.19,1
4449,Kengeri,2500.0,4.0,100.0,5
4450,Kengeri,550.0,1.0,16.75,1
4451,Kengeri Satellite Town,890.0,2.0,35.0,2
4452,Kengeri Satellite Town,883.0,2.0,45.0,2
4453,Kengeri Satellite Town,1415.0,2.0,66.0,3
4454,Kengeri Satellite Town,930.0,1.0,30.0,1
4455,Kengeri Satellite Town,1635.0,2.0,78.0,3
4456,Kengeri Satellite Town,1050.0,2.0,43.0,2
4457,Kengeri Satellite Town,1007.0,2.0,42.0,2
4458,Kengeri Satellite Town,635.0,1.0,22.0,2
4459,Kengeri Satellite Town,818.0,2.0,26.0,2
4460,Kengeri Satellite Town,1030.0,2.0,50.0,2
4461,Kengeri Satellite Town,1200.0,2.0,65.0,2
4462,Kengeri Satellite Town,795.0,2.0,32.0,2
4463,Kengeri Satellite Town,1302.5,2.0,44.285,2
4464,Kengeri Satellite Town,800.0,2.0,40.0,2
4465,Kengeri Satellite Town,654.0,1.0,22.0,1
4466,Kengeri Satellite Town,1060.0,2.0,42.0,2
4467,Kengeri Satellite Town,750.0,2.0,33.0,2
4468,Kengeri Satellite Town,920.0,2.0,39.0,2
4469,Kengeri Satellite Town,985.0,2.0,42.0,2
4470,Kengeri Satellite Town,410.0,1.0,15.0,1
4471,Kengeri Satellite Town,1120.0,2.0,49.0,2
4473,Kengeri Satellite Town,1110.0,2.0,43.0,2
4474,Kengeri Satellite Town,1170.0,2.0,50.0,2
4475,Kengeri Satellite Town,777.0,2.0,25.0,2
4476,Kengeri Satellite Town,800.0,2.0,32.0,2
4477,Kereguddadahalli,950.0,2.0,32.0,2
4478,Kereguddadahalli,1400.0,2.0,48.0,3
4479,Kereguddadahalli,800.0,2.0,28.0,2
4480,Kereguddadahalli,904.0,2.0,30.0,2
4482,Kereguddadahalli,1000.0,2.0,30.0,2
4483,Kereguddadahalli,1240.0,3.0,41.0,3
4484,Kereguddadahalli,600.0,1.0,19.5,1
4485,Kereguddadahalli,1080.0,2.0,32.0,2
4486,Kereguddadahalli,1000.0,2.0,34.0,2
4489,Kereguddadahalli,1015.0,2.0,35.0,2
4490,Kodichikkanahalli,1190.0,2.0,57.0,3
4491,Kodichikkanahalli,995.0,2.0,41.0,2
4492,Kodichikkanahalli,2700.0,7.0,125.0,5
4493,Kodichikkanahalli,1495.0,2.0,75.0,3
4494,Kodichikkanahalli,1125.0,2.0,52.0,2
4495,Kodichikkanahalli,1150.0,2.0,48.0,2
4496,Kodichikkanahalli,1070.0,2.0,43.0,2
4497,Kodichikkanahalli,1620.0,2.0,85.0,3
4499,Kodichikkanahalli,1026.0,2.0,45.0,2
4500,Kodichikkanahalli,2500.0,7.0,125.0,5
4501,Kodichikkanahalli,450.0,1.0,18.0,1
4502,Kodichikkanahalli,907.0,2.0,38.5,2
4503,Kodichikkanahalli,1181.0,2.0,57.0,2
4504,Kodichikkanahalli,900.0,2.0,42.0,2
4506,Kodichikkanahalli,1400.0,3.0,66.0,3
4507,Kodichikkanahalli,976.0,2.0,50.0,2
4508,Kodichikkanahalli,2700.0,4.0,125.0,5
4509,Kodichikkanahalli,1299.0,2.0,58.0,2
4510,Kodigehaali,1166.0,2.0,55.0,2
4511,Kodigehaali,1320.0,3.0,65.0,3
4512,Kodigehaali,1117.0,2.0,56.0,2
4513,Kodigehaali,1200.0,2.0,55.0,2
4514,Kodigehaali,1200.0,2.0,60.0,2
4515,Kodigehaali,2120.0,3.0,177.0,3
4516,Kodigehaali,1013.0,2.0,51.0,2
4517,Kodigehaali,1324.0,3.0,65.0,3
4518,Kodigehaali,965.0,2.0,38.0,2
4519,Kodigehaali,866.0,2.0,32.0,2
4520,Kodigehaali,1442.0,3.0,80.0,3
4521,Kodigehalli,1270.0,2.0,98.0,2
4522,Kodigehalli,1200.0,2.0,48.0,2
4523,Kodigehalli,655.0,1.0,53.0,1
4524,Kodigehalli,1820.0,3.0,150.0,3
4525,Kodigehalli,635.0,1.0,28.0,2
4526,Kodigehalli,1200.0,4.0,156.0,3
4527,Kodihalli,3252.0,5.0,335.0,4
4528,Kodihalli,2700.0,4.0,270.0,3
4529,Kodihalli,2392.0,4.0,260.0,3
4530,Kodihalli,2408.0,4.0,260.0,3
4531,Kodihalli,2500.0,4.0,260.0,3
4532,Kodihalli,1620.0,3.0,130.0,3
4533,Kodihalli,3260.0,5.0,388.0,4
4534,Kodihalli,3197.0,5.0,335.0,4
4535,Kodihalli,1490.0,2.0,150.0,2
4536,Kogilu,1909.0,3.0,88.0,3
4538,Kogilu,1170.0,2.0,51.99,2
4539,Kogilu,650.0,2.0,28.0,2
4540,Kogilu,1140.0,2.0,50.66,2
4541,Kogilu,1200.0,2.0,53.33,2
4542,Kogilu,1934.0,3.0,150.0,3
4543,Kogilu,540.0,1.0,36.0,1
4544,Kogilu,1559.0,3.0,127.0,3
4545,Kogilu,1190.0,2.0,50.66,2
4546,Kogilu,1140.0,2.0,50.66,2
4547,Kogilu,1559.0,3.0,120.0,3
4548,Kogilu,700.0,1.0,30.84,1
4549,Kogilu,1250.0,2.0,55.55,2
4550,Kogilu,1200.0,2.0,53.33,2
4551,Kogilu,952.0,2.0,49.0,2
4552,Kogilu,700.0,1.0,30.84,1
4553,Kogilu,1250.0,2.0,55.55,2
4554,Kogilu,2456.0,7.0,85.0,7
4555,Kogilu,1140.0,2.0,50.66,2
4556,Kogilu,1140.0,2.0,50.66,2
4557,Konanakunte,2791.0,3.0,223.0,3
4558,Konanakunte,884.0,1.0,58.0,2
4559,Konanakunte,1200.0,4.0,125.0,4
4560,Konanakunte,1200.0,2.0,130.0,4
4561,Konanakunte,2400.0,2.0,180.0,3
4562,Konanakunte,3746.0,6.0,375.0,4
4563,Konanakunte,1423.0,2.0,85.0,3
4564,Koramangala,1320.0,2.0,165.0,2
4565,Koramangala,1253.0,2.0,102.0,2
4566,Koramangala,1580.0,3.0,160.0,3
4568,Koramangala,3500.0,5.0,425.0,4
4569,Koramangala,1005.0,1.0,110.0,2
4570,Koramangala,2292.0,4.0,275.0,3
4572,Koramangala,1290.0,2.0,100.0,2
4573,Koramangala,1300.0,2.0,110.0,2
4575,Koramangala,1325.0,2.0,119.0,2
4576,Koramangala,1140.0,2.0,75.2,2
4577,Koramangala,1260.0,2.0,100.0,2
4578,Koramangala,1975.0,3.0,210.0,3
4579,Koramangala,1900.0,2.0,200.0,2
4581,Koramangala,2292.0,3.0,286.0,3
4582,Koramangala,2300.0,3.0,290.0,3
4585,Koramangala,2503.0,6.0,325.0,4
4587,Koramangala,1320.0,2.0,150.0,2
4588,Koramangala,1320.0,2.0,110.0,2
4589,Koramangala,5985.0,4.0,775.0,4
4590,Koramangala,2461.0,6.0,353.0,4
4592,Koramangala,2246.0,3.0,300.0,3
4595,Koramangala,1083.0,2.0,100.0,2
4596,Koramangala,1744.0,3.0,200.0,3
4597,Koramangala,1180.0,2.0,128.0,2
4598,Koramangala,1320.0,2.0,160.0,2
4599,Koramangala,1370.0,2.0,125.0,2
4600,Koramangala,1100.0,2.0,85.0,2
4601,Koramangala,1249.0,2.0,165.0,2
4602,Koramangala,1200.0,2.0,100.0,2
4604,Koramangala,2223.0,3.0,300.0,3
4605,Koramangala,1744.0,4.0,210.0,3
4606,Koramangala,1866.0,4.0,245.0,3
4607,Koramangala,1320.0,2.0,160.0,2
4608,Koramangala,1350.0,2.0,103.0,2
4609,Koramangala,6000.0,4.0,625.0,4
4611,Koramangala,1320.0,2.0,160.0,2
4612,Koramangala,1710.0,3.0,210.0,3
4613,Koramangala,1355.0,2.0,95.0,2
4614,Koramangala,1600.0,3.0,170.0,3
4615,Koramangala,1260.0,2.0,100.0,2
4618,Kothannur,1206.0,2.0,48.23,2
4620,Kothannur,1100.0,2.0,40.0,2
4621,Kothannur,1197.0,2.0,47.88,2
4622,Kothannur,1197.0,2.0,47.8,2
4623,Kothannur,1070.0,2.0,42.79,2
4626,Kothannur,1070.0,2.0,38.6,2
4627,Kothannur,1485.0,2.0,59.4,3
4628,Kothannur,1215.0,2.0,48.6,3
4629,Kothannur,1404.0,2.0,56.15,3
4630,Kothanur,1200.0,2.0,51.0,2
4631,Kothanur,2400.0,2.0,150.0,3
4632,Kothanur,1828.0,3.0,110.0,3
4633,Kothanur,1186.0,2.0,58.0,2
4635,Kothanur,1847.0,3.0,105.0,3
4637,Kothanur,9600.0,5.0,550.0,5
4638,Kothanur,1435.0,3.0,70.0,3
4639,Kothanur,1187.0,2.0,58.0,2
4640,Kothanur,1847.0,3.0,110.0,3
4641,Kothanur,1460.0,3.0,71.0,3
4642,Kothanur,1185.0,2.0,59.0,2
4643,Kothanur,1436.0,3.0,70.0,3
4644,Kothanur,1462.0,3.0,71.0,3
4645,Kothanur,1790.0,3.0,105.0,3
4647,Kothanur,1070.0,2.0,45.5,2
4649,Kothanur,1145.0,2.0,56.0,2
4650,Kothanur,3401.0,5.0,230.0,4
4651,Kothanur,1455.0,2.0,69.0,2
4652,Kothanur,627.0,1.0,30.0,1
4653,Kothanur,1302.0,2.0,68.5,2
4654,Kothanur,1760.0,3.0,111.0,3
4655,Kothanur,1185.0,2.0,58.0,2
4656,Kothanur,1500.0,1.0,75.0,1
4657,Kothanur,1075.0,2.0,53.0,2
4658,Kothanur,1790.0,3.0,97.0,3
4659,Kothanur,2700.0,4.0,175.0,4
4660,Kothanur,1786.0,2.0,106.0,3
4661,Kothanur,1787.0,3.0,107.0,3
4662,Kothanur,1141.0,2.0,54.0,2
4663,Kothanur,1760.0,3.0,110.0,3
4665,Kothanur,1160.0,2.0,57.0,2
4666,Kothanur,1095.0,2.0,55.0,2
4667,Kothanur,1142.0,2.0,56.0,2
4668,Kothanur,1074.0,2.0,54.0,2
4669,Kothanur,1285.0,2.0,60.0,2
4670,Kothanur,1075.0,2.0,53.0,2
4671,Kothanur,1140.0,2.0,56.0,2
4672,Kothanur,1400.0,2.0,70.0,2
4675,Kothanur,1140.0,2.0,56.0,2
4676,Kothanur,1787.0,3.0,120.0,3
4677,Kothanur,1185.0,2.0,59.0,2
4679,Kothanur,1790.0,3.0,105.0,3
4680,Kothanur,1130.0,2.0,55.0,2
4681,Kothanur,1094.0,2.0,54.0,2
4682,Kothanur,1170.0,3.0,80.0,3
4683,Kothanur,1400.0,2.0,65.0,2
4684,Kothanur,1195.0,2.0,59.0,2
4685,Kothanur,1790.0,3.0,120.0,3
4686,Kothanur,1454.0,3.0,71.5,3
4687,Kudlu,1152.0,2.0,53.5,2
4688,Kudlu,1027.0,2.0,43.0,2
4689,Kudlu,1092.0,2.0,44.0,2
4690,Kudlu,1027.0,2.0,43.0,2
4691,Kudlu,1092.0,2.0,44.0,2
4692,Kudlu,1143.0,2.0,55.0,2
4694,Kudlu,1024.0,2.0,44.0,2
4696,Kudlu,1600.0,3.0,79.0,3
4697,Kudlu,1027.0,2.0,42.0,2
4698,Kudlu,1076.0,2.0,50.0,2
4699,Kudlu,1027.0,2.0,44.0,2
4700,Kudlu,1084.0,2.0,53.0,2
4701,Kudlu,1300.0,2.0,56.0,2
4702,Kudlu,1027.0,2.0,44.0,2
4703,Kudlu,1245.0,2.0,60.0,3
4704,Kudlu,1027.0,2.0,44.0,2
4705,Kudlu,1110.0,2.0,46.0,2
4706,Kudlu,2100.0,3.0,114.0,4
4707,Kudlu,1027.0,2.0,44.0,2
4708,Kudlu,720.0,1.0,33.0,1
4709,Kudlu,1027.0,2.0,44.0,2
4710,Kudlu,1162.0,2.0,52.0,2
4711,Kudlu,1041.0,2.0,53.0,2
4712,Kudlu Gate,1535.0,3.0,83.0,3
4713,Kudlu Gate,1535.0,3.0,85.0,3
4715,Kudlu Gate,1535.0,3.0,86.0,3
4716,Kudlu Gate,1564.0,2.0,92.0,3
4718,Kudlu Gate,1238.0,2.0,55.0,2
4719,Kudlu Gate,1707.0,2.0,99.745,3
4720,Kudlu Gate,1335.0,3.0,89.0,3
4721,Kudlu Gate,703.0,1.0,52.0,1
4722,Kudlu Gate,1535.0,3.0,86.0,3
4723,Kudlu Gate,1532.0,3.0,83.0,3
4724,Kudlu Gate,1113.0,2.0,50.0,2
4726,Kudlu Gate,1185.0,2.0,50.0,2
4730,Kudlu Gate,1215.0,2.0,45.0,2
4731,Kudlu Gate,812.0,2.0,38.25,2
4732,Kudlu Gate,1547.0,2.0,103.0,2
4733,Kudlu Gate,1336.0,2.0,86.0,2
4734,Kudlu Gate,1919.0,3.0,121.0,3
4735,Kudlu Gate,1464.0,3.0,56.0,2
4736,Kudlu Gate,1535.0,3.0,85.0,3
4737,Kudlu Gate,1850.0,3.0,120.0,3
